country_code,year,gdp_growth,unemployment_rate,inflation_rate,trade_balance,foreign_direct_investment,gdp_per_capita,source,gdp_growth_filter,unemployment_rate_filter,inflation_rate_filter,average_gdp_growth,total_trade_balance,gdp_growth_rate_percentage,gdp_per_capita_growth,indicator_code,life_expectancy,maternal_mortality,healthcare_expenditure,infant_mortality,disease_burden,life_expectancy_filter,maternal_mortality_filter,healthcare_expenditure_filter,average_life_expectancy,total_healthcare_expenditure,under5_mortality_per_1k,maternal_mortality_ratio,physicians_per_1k,hospital_beds_per_10k,suicide_rate_per_100k,infant_mortality_rate,literacy_rate,enrollment_primary,enrollment_secondary,enrollment_tertiary,government_expenditure_pct_gdp,literacy_rate_filter,school_enrollment_rate,education_expenditure,education_expenditure_filter,average_literacy_rate,total_education_expenditure,teacher_student_ratio,teacher_student_ratio_metric,primary_completion_rate,gender_parity_in_education,school_enrollment_rate_filter,co2_emissions,renewable_energy_usage,forest_area_pct,energy_use_kg_oil_pc,co2_emissions_filter,renewable_energy_usage_filter,energy_use_filter,total_co2_emissions,renewable_energy_percentage,deforestation_rate,average_deforestation_rate,water_usage,pm25,electric_power_kwh_pc,freshwater_withdrawal_pct,population_total,population_growth,fertility_rate,age_dependency_ratio,gini_index,poverty_rate,homicide_rate,child_labor,stunting_rate,immunization_dpt,internet_usage,mobile_subscriptions,scientific_articles,patent_applications,research_expenditure,broadband_subscriptions,innovation_index,trade_percentage_of_gdp,ip_payments,high_tech_exports,trade_balance_goods,trade_balance_services,exports_of_goods_services
FRA,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,54.1,56970.0,24943.0,3.87,24.15,21.67,,,,,,
FRA,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.09,131.18,96162.0,20376.0,2.55,44.33,27.84,,,,,,
FRA,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.65,80.74,80879.0,30400.0,2.37,9.57,34.85,,,,,,
FRA,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,113.98,38575.0,32219.0,2.9,30.52,55.45,,,,,,
FRA,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,136.42,91098.0,38624.0,1.67,12.49,41.14,,,,,,
FRA,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.94,111.82,40769.0,104.0,2.44,7.95,58.35,,,,,,
IND,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.92,60.35,18862.0,19211.0,1.35,27.35,61.76,,,,,,
IND,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.75,85.54,8661.0,49378.0,3.97,32.14,39.6,,,,,,
IND,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.81,129.75,2173.0,11325.0,3.78,12.81,44.0,,,,,,
IND,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.94,132.39,68088.0,39241.0,0.35,27.78,39.19,,,,,,
IND,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.92,57.78,65442.0,6507.0,3.41,14.73,24.08,,,,,,
IND,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.29,138.46,73430.0,11780.0,2.81,29.6,39.48,,,,,,
IND,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85,122.49,74476.0,44139.0,0.55,8.41,52.93,,,,,,
IND,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.18,86.58,68143.0,25129.0,4.14,40.97,36.96,,,,,,
IND,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06,72.68,58214.0,2671.0,2.63,34.83,21.02,,,,,,
IND,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.02,84.47,97541.0,22302.0,3.83,27.92,22.35,,,,,,
IND,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79,102.33,9473.0,25786.0,4.43,27.65,64.28,,,,,,
IND,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.81,91.44,59658.0,40411.0,0.96,40.21,58.28,,,,,,
IND,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.71,149.97,24962.0,4583.0,0.64,24.33,32.01,,,,,,
IND,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.23,99.71,61581.0,11663.0,3.9,21.76,60.9,,,,,,
AUS,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,129.89,33625.0,4801.0,1.86,12.72,51.85,,,,,,
AUS,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87,88.82,33527.0,13155.0,1.8,43.08,35.0,,,,,,
AUS,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.61,109.16,9247.0,32764.0,2.33,8.89,33.26,,,,,,
AUS,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,136.99,96146.0,42520.0,2.64,11.57,42.48,,,,,,
AUS,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.98,113.02,25063.0,21360.0,0.95,30.5,44.43,,,,,,
AUS,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.42,96.05,55448.0,25382.0,4.04,16.9,22.6,,,,,,
AUS,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.78,145.49,56559.0,5063.0,0.33,25.63,30.53,,,,,,
AUS,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.74,113.35,44617.0,20889.0,4.47,29.05,24.41,,,,,,
AUS,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.61,91.3,5340.0,1927.0,1.78,38.4,45.17,,,,,,
AUS,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,70.5,98979.0,16839.0,2.38,40.02,61.32,,,,,,
AUS,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,89.05,92298.0,13412.0,4.2,34.27,63.02,,,,,,
AUS,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.22,108.74,48257.0,23600.0,4.46,29.59,23.1,,,,,,
AUS,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,114.17,36044.0,46475.0,0.6,31.52,47.98,,,,,,
AUS,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.01,136.81,69134.0,13043.0,2.67,43.43,46.12,,,,,,
BRA,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,136.95,94032.0,25813.0,2.6,40.74,25.18,,,,,,
BRA,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76,126.86,46677.0,28278.0,1.23,31.17,64.5,,,,,,
BRA,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,83.59,35181.0,40355.0,1.14,19.0,39.94,,,,,,
BRA,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.39,148.78,90693.0,22544.0,4.41,42.45,31.72,,,,,,
BRA,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.09,64.58,45191.0,11024.0,3.86,20.66,62.59,,,,,,
BRA,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.53,133.02,84746.0,20993.0,0.61,35.06,57.29,,,,,,
BRA,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.29,65.71,39452.0,40010.0,0.93,16.01,29.33,,,,,,
BRA,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.44,135.99,1155.0,41466.0,2.22,21.04,45.1,,,,,,
BRA,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,90.0,5128.0,26743.0,2.59,6.93,45.76,,,,,,
BRA,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.55,147.61,9106.0,46497.0,0.97,41.39,34.97,,,,,,
BRA,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.77,140.57,19696.0,34698.0,2.42,10.51,53.55,,,,,,
BRA,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.91,120.97,68995.0,36690.0,0.6,31.88,28.07,,,,,,
BRA,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.54,99.54,94297.0,34043.0,0.28,24.39,40.34,,,,,,
BRA,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68,148.74,88567.0,11785.0,4.41,30.34,58.05,,,,,,
CAN,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.68,104.82,28809.0,31380.0,3.99,32.22,41.03,,,,,,
CAN,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.75,83.17,62791.0,40581.0,1.74,18.0,54.97,,,,,,
CAN,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.05,62.6,72771.0,2368.0,0.21,29.63,31.52,,,,,,
CAN,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,76.42,14118.0,16704.0,3.48,24.56,22.08,,,,,,
CAN,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8,60.01,61408.0,21905.0,1.2,31.18,20.0,,,,,,
CAN,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.13,58.71,25900.0,28427.0,3.91,31.79,38.31,,,,,,
CAN,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.44,122.82,21197.0,45921.0,1.21,41.72,61.62,,,,,,
CAN,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.79,58.18,82980.0,21364.0,4.0,7.1,35.31,,,,,,
CAN,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09,59.0,71560.0,6764.0,1.97,28.56,39.64,,,,,,
CAN,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.24,106.39,9325.0,17195.0,4.35,32.04,22.41,,,,,,
CAN,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.09,76.48,30336.0,7232.0,4.01,39.53,38.54,,,,,,
CAN,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.14,125.82,82031.0,43424.0,0.71,9.96,20.72,,,,,,
CAN,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.63,99.62,79988.0,20951.0,4.36,26.17,55.1,,,,,,
CAN,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.62,86.77,73765.0,27267.0,3.3,25.16,43.63,,,,,,
ZAF,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51,63.72,86873.0,49676.0,0.56,42.26,26.98,,,,,,
ZAF,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,131.92,31157.0,13560.0,2.01,33.54,33.27,,,,,,
ZAF,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.21,51.24,31000.0,25283.0,3.08,37.43,21.85,,,,,,
ZAF,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.76,136.74,3223.0,4510.0,3.12,8.34,60.86,,,,,,
ZAF,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79,75.82,13939.0,34412.0,1.74,5.36,29.69,,,,,,
ZAF,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,135.86,33014.0,433.0,0.82,41.23,43.54,,,,,,
ZAF,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,121.71,14692.0,6533.0,1.89,43.68,60.93,,,,,,
ZAF,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.08,135.52,59162.0,33090.0,3.66,7.08,60.3,,,,,,
ZAF,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.51,90.27,98361.0,12601.0,4.07,25.72,24.64,,,,,,
ZAF,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.02,106.78,27502.0,27096.0,2.57,26.71,56.54,,,,,,
ZAF,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83,108.86,50618.0,4391.0,3.18,32.6,29.81,,,,,,
ZAF,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.87,126.06,41673.0,4130.0,2.66,34.08,22.44,,,,,,
ZAF,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.88,50.13,40190.0,1350.0,1.77,13.06,32.91,,,,,,
ZAF,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57,70.99,11479.0,6424.0,4.1,31.65,53.91,,,,,,
X11,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.39,56.55,71947.0,7814.0,2.97,6.38,50.37,,,,,,
X11,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.73,144.01,48670.0,31428.0,0.36,5.88,25.93,,,,,,
X11,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.38,92.3,90577.0,25780.0,0.8,35.29,29.92,,,,,,
X11,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25,134.14,32192.0,45519.0,1.5,12.39,53.94,,,,,,
X11,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.84,126.88,3626.0,23453.0,3.18,16.45,63.25,,,,,,
X11,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.58,124.98,45029.0,13909.0,2.44,17.72,33.46,,,,,,
X11,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.48,114.92,70375.0,44789.0,0.25,20.6,38.07,,,,,,
X11,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73,136.79,7541.0,22334.0,2.78,38.29,63.41,,,,,,
X11,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.09,87.41,84086.0,36196.0,1.94,13.03,39.68,,,,,,
X11,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.38,126.06,63708.0,34717.0,3.6,8.74,40.44,,,,,,
X11,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77,63.97,7271.0,20618.0,3.17,27.68,55.19,,,,,,
X11,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.53,102.25,69315.0,42577.0,3.94,19.65,30.33,,,,,,
X11,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.41,74.17,1988.0,16748.0,2.22,17.42,23.03,,,,,,
X11,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.57,140.35,50058.0,47665.0,1.14,8.66,29.08,,,,,,
X12,2010,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.46,59.4,83357.0,22186.0,2.63,5.12,52.44,,,,,,
X12,2011,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.67,86.11,96132.0,20403.0,1.63,43.8,55.4,,,,,,
X12,2012,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.89,118.9,36875.0,29126.0,0.16,8.74,38.0,,,,,,
X12,2013,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.07,72.63,39427.0,21213.0,4.26,25.27,48.29,,,,,,
X12,2014,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55,132.18,34041.0,32486.0,2.4,39.32,52.09,,,,,,
X12,2015,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,99.75,31658.0,23602.0,1.39,35.04,44.83,,,,,,
X12,2016,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.39,90.76,9015.0,32214.0,0.68,12.5,25.87,,,,,,
X12,2017,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,78.28,47055.0,22880.0,1.04,27.7,23.82,,,,,,
X12,2018,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.22,139.56,37691.0,33744.0,1.41,20.98,49.44,,,,,,
X12,2019,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.44,111.7,25587.0,9598.0,4.14,12.92,52.48,,,,,,
X12,2020,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54,123.34,104.0,14829.0,2.0,25.5,54.49,,,,,,
X12,2021,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.94,118.9,79260.0,1065.0,2.14,39.07,41.79,,,,,,
X12,2022,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.15,56.23,98705.0,48244.0,2.89,26.58,61.26,,,,,,
X12,2023,,,,,,,mock_data,,,,,,,,TECH_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.81,147.75,55852.0,31291.0,3.47,43.85,48.38,,,,,,
